,rho,E[N]_1,P_idle_1,E[N]_2,P_idle_2,Percent_Error_E[N],Percent_Error_P_Idle
0,0.25,0.33673756776997577,0.7493022972981623,0.33176152025760686,0.7500521495609447,1.477722710098099,0.1000733970102811
1,0.35,0.5413599575184941,0.648705870504651,0.5379017420037415,0.6501748748383144,0.638801497363133,0.22645152455928616
2,0.44999999999999996,0.820306497737814,0.5497520843411206,0.8167974929008934,0.5509217838235928,0.4277675291610542,0.21276853981811475
3,0.5499999999999999,1.2074708548444972,0.45238914942073616,1.2250914498108818,0.4506760140210315,1.459297745837006,0.37868622664761686
4,0.6499999999999999,1.887788549485441,0.34840914500962933,1.8486208976165714,0.3506661661446058,2.074790202512115,0.6478076615681443
5,0.7499999999999999,3.0014548867769566,0.2490032318965793,2.9881469843251764,0.2494757909518826,0.4433817249897278,0.18978028987976073
6,0.8499999999999999,5.413402399250657,0.15292401620566295,5.670534256942601,0.1490903691236631,4.749912138944954,2.506896677918849
7,0.9499999999999998,20.351379835064847,0.048675491390715094,20.18769892574569,0.049121615090146675,0.8042742587760092,0.9165263394067766
